value	HGNC ID
APH2	HGNC:17091
FLJ10407	HGNC:25525
NET3	HGNC:25525
HEC	HGNC:16909
HEC1	HGNC:16909
hsNDC80	HGNC:16909
TID3	HGNC:16909
nudE	HGNC:17619
FLJ20101	HGNC:17619
NDE	HGNC:17619
NUDEL	HGNC:17620
MITAP1	HGNC:17620
NDE1L1	HGNC:17620
NDE2	HGNC:17620
N4WBP5	HGNC:17592
MGC10924	HGNC:17592
KIAA1165	HGNC:18537
N4wbp5a	HGNC:18537
HsT16328	HGNC:7675
FLJ23191	HGNC:26256
NR1	HGNC:29838
bA350O14.9	HGNC:29838
CIAE1	HGNC:29838
norrin	HGNC:7678
RTP	HGNC:7679
TDD5	HGNC:7679
NDR1	HGNC:7679
KIAA1248	HGNC:14460
SYLD	HGNC:14460
KIAA1180	HGNC:14466
SMAP-8	HGNC:14466
NST1	HGNC:7680
NST2	HGNC:7681
HSST2	HGNC:7681
HSST3	HGNC:7682
MWFE	HGNC:7683
CI-MWFE	HGNC:7683
B8	HGNC:7685
MLRQ	HGNC:7687
CI-9k	HGNC:7687
COXFA4	HGNC:7687
MRCAF1	HGNC:7687
MISTR1	HGNC:7687
NUOMS	HGNC:29836
FLJ26118	HGNC:29836
COXFA4L2	HGNC:29836
MISTRH	HGNC:29836
bcm1723	HGNC:31362
B13	HGNC:7688
NUFM	HGNC:7688
CI-13KD-B	HGNC:7688
UQOR13	HGNC:7688
CI-13kB	HGNC:7688
B14	HGNC:7690
LYRM6	HGNC:7690
CI-B14	HGNC:7690
NADHB14	HGNC:7690
B14.5a	HGNC:7691
PGIV	HGNC:7692
MGC793	HGNC:7692
SDR22E1	HGNC:7693
CI-39k	HGNC:7693
COQ11	HGNC:7693
dJ106I20.2	HGNC:19252
CI-42k	HGNC:7684
B14.7	HGNC:20371
DAP13	HGNC:23987
B17.2	HGNC:23987
CGI-39	HGNC:17194
CDA016	HGNC:17194
GRIM-19	HGNC:17194
GRIM19	HGNC:17194
B16.6	HGNC:17194
SDAP	HGNC:7694
FASN2A	HGNC:7694
ACP	HGNC:7694
CIA30	HGNC:18828
CGI-65	HGNC:18828
B17.2L	HGNC:28086
MMTN	HGNC:28086
mimitin	HGNC:28086
MGC10527	HGNC:29918
DKFZP564J0123	HGNC:29918
E3-3	HGNC:29918
2P1	HGNC:29918
HSPC125	HGNC:21034
bA22L21.1	HGNC:21034
My013	HGNC:21034
HRPAP20	HGNC:21034
dJ842G6.1	HGNC:15899
MGC40214	HGNC:28625
PRO1853	HGNC:28816
MidA	HGNC:28816
MNLL	HGNC:7695
CI-MNLL	HGNC:7695
bcm3095	HGNC:30893
AGGG	HGNC:7697
CI-AGGG	HGNC:7697
B12	HGNC:7698
B15	HGNC:7699
SGDH	HGNC:7700
CI-SGDH	HGNC:7700
MGC12314	HGNC:7700
CI	HGNC:7701
CI-B18	HGNC:7702
MGC2480	HGNC:7702
ASHI	HGNC:7703
CI-ASHI	HGNC:7703
B22	HGNC:7704
UQOR22	HGNC:7704
LYRM3	HGNC:7704
PDSW	HGNC:7696
ESSS	HGNC:20372
NP17.3	HGNC:20372
Np15	HGNC:20372
KFYI	HGNC:7705
B14.5b	HGNC:7706
HLC-1	HGNC:7706
CI-75k	HGNC:7707
CI-49	HGNC:7708
CI-30	HGNC:7710
AQDQ	HGNC:7711
CI-18	HGNC:7711
CI-15k	HGNC:7712
CI-13kA	HGNC:7713
PSST	HGNC:7714
FLJ46880	HGNC:7714
FLJ45860	HGNC:7714
CI-20	HGNC:7714
TYKY	HGNC:7715
CI-23k	HGNC:7715
CI-51K	HGNC:7716
FLJ90834	HGNC:26915
CI-24k	HGNC:7717
CI-10k	HGNC:7719
TncRNA	HGNC:30815
MENepsilon/beta	HGNC:30815
LINC00084	HGNC:30815
VINC	HGNC:30815
TP53LC15	HGNC:30815
NEB177D	HGNC:7720
LASP2	HGNC:16932
LNEBL	HGNC:16932
bA165O3.1	HGNC:16932
XB51	HGNC:15851
dJ63M2.4	HGNC:15851
dJ63M2.5	HGNC:15851
EFCBP3	HGNC:15851
DKFZP566B183	HGNC:24539
FLJ10420	HGNC:25528
PRR1	HGNC:9706
PVRR1	HGNC:9706
SK-12	HGNC:9706
HIgR	HGNC:9706
CLPED1	HGNC:9706
CD111	HGNC:9706
OFC7	HGNC:9706
Nectin-1	HGNC:9706
PVRR2	HGNC:9707
PRR2	HGNC:9707
CD112	HGNC:9707
Nectin-2	HGNC:9707
nectin-3	HGNC:17664
PPR3	HGNC:17664
PVRR3	HGNC:17664
DKFZP566B0846	HGNC:17664
CDw113	HGNC:17664
CD113	HGNC:17664
nectin-4	HGNC:19688
LNIR	HGNC:19688
AL591806.1	HGNC:40893
GCP-WD	HGNC:7723
TUBGCP7	HGNC:7723
KIAA0093	HGNC:7727
MGC176705	HGNC:7727
NEDD4-1	HGNC:7727
KIAA0439	HGNC:7728
RSP5	HGNC:7728
NEDD4-2	HGNC:7728
Nedd-8	HGNC:7732
HEF1	HGNC:7733
CAS-L	HGNC:7733
CASS2	HGNC:7733
NF-H	HGNC:7737
NFH	HGNC:7737
NFL	HGNC:7739
CMT1F	HGNC:7739
CMT2E	HGNC:7739
NF68	HGNC:7739
PPP1R110	HGNC:7739
NFM	HGNC:7734
NF-M	HGNC:7734
KILON	HGNC:17302
MGC46680	HGNC:17302
Ntra	HGNC:17302
IGLON4	HGNC:17302
FLJ22402	HGNC:18448
hFPG1	HGNC:18448
NEI1	HGNC:18448
FPG1	HGNC:18448
NEH2	HGNC:18956
FLJ31644	HGNC:18956
MGC2832	HGNC:18956
MGC4505	HGNC:18956
FLJ10858	HGNC:24573
hFPG2	HGNC:24573
FPG2	HGNC:24573
hNEI3	HGNC:24573
ZGRF3	HGNC:24573
NY-REN-55	HGNC:7744
KIAA1901	HGNC:7744
NLK1	HGNC:7745
NEK2A	HGNC:7745
RP67	HGNC:7745
PPP1R111	HGNC:7745
HSPK36	HGNC:7746
MGC29949	HGNC:7746
NRK2	HGNC:11399
pp12301	HGNC:11399
SID6-1512	HGNC:7749
NPHP9	HGNC:13387
Nek8	HGNC:18591
NERCC	HGNC:18591
DKFZp434D0935	HGNC:18591
MGC16714	HGNC:18591
NERCC1	HGNC:18591
FLJ32685	HGNC:18592
FLJ23495	HGNC:18593
NELF-A	HGNC:12768
KIAA1182	HGNC:24324
NELF-B	HGNC:24324
HSPC130	HGNC:15934
TH1	HGNC:15934
NELF-C	HGNC:15934
NELF-D	HGNC:15934
D6S45	HGNC:13974
NELF-E	HGNC:13974
RDP	HGNC:13974
IDH3GL	HGNC:7750
FLJ45906	HGNC:7750
NY-CO-1	HGNC:10663
FLJ10051	HGNC:10663
RQC2	HGNC:10663
KIAA0286	HGNC:29001
CIR2	HGNC:30384
SCIRP10	HGNC:30384
SPUF	HGNC:30384
NGN	HGNC:7754
HsT17534	HGNC:7754
IGDCC2	HGNC:7754
NTN1R2	HGNC:7754
NPN	HGNC:33184
NEPN	HGNC:33184
DKFZP434F2021	HGNC:24496
NET17	HGNC:24496
FLJ21841	HGNC:7756
ARHGEF8	HGNC:14592
NET1A	HGNC:14592
BTCL1	HGNC:13823
BCTL1	HGNC:13823
FLJ10430	HGNC:14644
NEOT2	HGNC:14644
SIAL2	HGNC:7759
h-neu	HGNC:7761
RNF67	HGNC:7761
neu-1	HGNC:7761
DKFZP761M1511	HGNC:35422
Neur2	HGNC:35422
RNF67B	HGNC:35422
dJ337O18.6	HGNC:16156
FLJ30259	HGNC:16156
Ozz	HGNC:16156
Ozz-E3	HGNC:16156
Lincr	HGNC:25162
LOC93082	HGNC:25162
RNF132	HGNC:25162
KIAA1787	HGNC:34410
BETA2	HGNC:7762
BHF-1	HGNC:7762
NeuroD	HGNC:7762
bHLHa3	HGNC:7762
MODY6	HGNC:7762
NDRF	HGNC:7763
bHLHa1	HGNC:7763
Atoh3	HGNC:13802
ATH-3	HGNC:13802
MATH-3	HGNC:13802
bHLHa4	HGNC:13802
Atoh2	HGNC:13804
NEX1M	HGNC:13804
Math-2	HGNC:13804
bHLHa2	HGNC:13804
Nex1	HGNC:13804
AKA	HGNC:7764
Math4C	HGNC:7764
ngn1	HGNC:7764
bHLHa6	HGNC:7764
Atoh4	HGNC:13805
Math4A	HGNC:13805
ngn-2	HGNC:13805
bHLHa8	HGNC:13805
NGN2	HGNC:13805
Atoh5	HGNC:13806
Math4B	HGNC:13806
ngn3	HGNC:13806
bHLHa7	HGNC:13806
XPN	HGNC:29433
MRX98	HGNC:29433
KIDLIA	HGNC:29433
nexilin	HGNC:29557
NELIN	HGNC:29557
FLJ90637	HGNC:31983
NF1HHS	HGNC:7772
Em:AP000532.C22.1	HGNC:7771
merlin	HGNC:7773
ACN	HGNC:7773
SCH	HGNC:7773
BANF	HGNC:7773
merlin-1	HGNC:7773
CNAIP	HGNC:29872
NRCAML	HGNC:29866
KIAA0756	HGNC:29866
FLJ46866	HGNC:29866
NF	HGNC:29866
TONEBP	HGNC:7774
KIAA0827	HGNC:7774
NFATL1	HGNC:7774
OREBP	HGNC:7774
NFATZ	HGNC:7774
NF-AT5	HGNC:7774
NF-ATC	HGNC:7775
NFATc	HGNC:7775
NFAT2	HGNC:7775
NF-ATP	HGNC:7776
NFATp	HGNC:7776
NFAT1	HGNC:7776
FLJ14639	HGNC:25906
NIP45	HGNC:25906
RAD60	HGNC:25906
ESC2	HGNC:25906
NFAT4	HGNC:7777
NFATX	HGNC:7777
n339260	HGNC:7777
NFAT3	HGNC:7778
NF-E2	HGNC:7780
LCR-F1	HGNC:7781
FLJ00380	HGNC:7781
NRF-1	HGNC:7781
NRF-2	HGNC:7782
Nrf3	HGNC:7783
NF-E4	HGNC:29902
NFI-L	HGNC:7784
KIAA1439	HGNC:7784
RP5-833A20.1	HGNC:40402
NFI-RED	HGNC:7785
NFIB2	HGNC:7785
NFIB3	HGNC:7785
CTF	HGNC:7786
NF-I	HGNC:7786
CTF5	HGNC:7786
E4BP4	HGNC:7787
NFIL3A	HGNC:7787
NF-IL3A	HGNC:7787
NF1A	HGNC:7788
KBF1	HGNC:7794
p105	HGNC:7794
NFKB-p50	HGNC:7794
NF-kappaB	HGNC:7794
NFkappaB	HGNC:7794
NF-kB1	HGNC:7794
LYT-10	HGNC:7795
NF-kB2	HGNC:7795
p49/p100	HGNC:7795
IKBA	HGNC:7797
MAD-3	HGNC:7797
IkappaBalpha	HGNC:7797
IKBB	HGNC:7798
TRIP9	HGNC:7798
TA-NFKBH	HGNC:15671
IkappaBNS	HGNC:15671
IkBNS	HGNC:15671
IKBE	HGNC:7799
IKBL	HGNC:7800
MAIL	HGNC:29805
FLJ34463	HGNC:29805
INAP	HGNC:29805
DKFZp547B2013	HGNC:7802
INO80G	HGNC:7802
NifS	HGNC:15910
IscS	HGNC:15910
CGI-33	HGNC:16287
NifU	HGNC:16287
NIFUC	HGNC:16287
NFX2	HGNC:7803
MGC20369	HGNC:7803
Tex42	HGNC:7803
TEG-42	HGNC:7803
HOZFP	HGNC:18726
CBF-B	HGNC:7804
NF-YA	HGNC:7804
CBF-A	HGNC:7805
HAP3	HGNC:7805
NF-YB	HGNC:7805
CBF-C	HGNC:7806
NF-YC	HGNC:7806
0808y08y	HGNC:49451
DKFZP564O092	HGNC:20271
LCP5	HGNC:20271
lpd-2	HGNC:20271
NGD	HGNC:20271
CANu1	HGNC:20271
ARHGEF27	HGNC:7807
RP4-663N10.1	HGNC:53922
TNFRSF16	HGNC:7809
CD271	HGNC:7809
p75NTR	HGNC:7809
FLJ11005	HGNC:17646
PNG1	HGNC:17646
PNG-1	HGNC:17646
DSC92	HGNC:18077
Cernunnos	HGNC:25737
XLF	HGNC:25737
FLJ12610	HGNC:25737
NHERF	HGNC:11075
EBP50	HGNC:11075
NHERF-1	HGNC:11075
NHE-RF	HGNC:11075
SIP-1	HGNC:11076
TKA-1	HGNC:11076
NHERF-2	HGNC:11076
E3KARP	HGNC:11076
OCTS2	HGNC:11076
FLJ22756	HGNC:19891
IKEPP	HGNC:19891
NaPi-Cap2	HGNC:19891
NSCL	HGNC:7817
NSCL1	HGNC:7817
bHLHa35	HGNC:7817
NSCL2	HGNC:7818
bHLHa34	HGNC:7818
bA204B7.2	HGNC:21576
EPM2B	HGNC:21576
FLJ25621	HGNC:24731
FLJ20147	HGNC:24731
FLJ33312	HGNC:24731
MGC45492	HGNC:24731
DKFZp779F115	HGNC:24731
FLJ20479	HGNC:14377
bA360G10.4	HGNC:23582
TCAG_30283	HGNC:22797
bA43P8.1	HGNC:21021
KIAA1357	HGNC:21021
FLJ46906	HGNC:40947
NIBAN	HGNC:16784
GIG39	HGNC:16784
DKFZP434H0820	HGNC:25282
FLJ13518	HGNC:25282
FLJ22151	HGNC:25282
FLJ22298	HGNC:25282
bA356B19.6	HGNC:25282
MINERVA	HGNC:25282
FLJ39802	HGNC:24130
BCNP1	HGNC:24130
MGC12936	HGNC:18317
entactin	HGNC:7821
CALS-7	HGNC:13390
MDS015	HGNC:13390
Nopp34	HGNC:17838
hNIFK	HGNC:17838
RP11-138J23.1	HGNC:53024
MGC42105	HGNC:28646
NIM1	HGNC:28646
NIN1	HGNC:7824
KIAA0980	HGNC:29163
NLP	HGNC:29163
CGI-37	HGNC:24328
FLJ10296	HGNC:24328
HSPC031	HGNC:24328
KD93	HGNC:24328
MGC35570	HGNC:17043
SLC57A1	HGNC:17043
SLC57A2	HGNC:17044
DKFZp686A06115	HGNC:27194
SLC57A3	HGNC:27194
FLJ13955	HGNC:25854
SLC57A4	HGNC:25854
lnc-POP1-1	HGNC:56271
DJ462O23.2	HGNC:25233
SLC57A5	HGNC:25233
ICHYN	HGNC:28018
SLC57A6	HGNC:28018
IDN3	HGNC:28862
DKFZp434L1319	HGNC:28862
FLJ11203	HGNC:28862
FLJ12597	HGNC:28862
FLJ13354	HGNC:28862
FLJ13648	HGNC:28862
Scc2	HGNC:28862
NIPBL-AS	HGNC:51293
DKFZp564D177	HGNC:23619
FLJ13953	HGNC:23619
HSPC299	HGNC:23619
MGC14553	HGNC:23619
NIPSNAP4	HGNC:23619
TassC	HGNC:23619
FLJ11275	HGNC:23641
NIPSNAP3	HGNC:23641
SNAP1	HGNC:23641
KIAA0975	HGNC:18006
I-1	HGNC:18006
IRAS	HGNC:18006
FLJ12650	HGNC:25743
FAM77B	HGNC:16443
FLJ39630	HGNC:26829
bA261N11.2	HGNC:16191
FAM77A	HGNC:16191
FLJ22626	HGNC:29873
FLJ10726	HGNC:25569
bA424I5.1	HGNC:21584
FLJ36576	HGNC:26706
Naked2	HGNC:17046
GMP-17	HGNC:7830
KBRAS1	HGNC:17899
kappaB-Ras1	HGNC:17899
KBRAS2	HGNC:17898
DKFZP434N1526	HGNC:17898
kappaB-Ras2	HGNC:17898
FLJ33600	HGNC:24739
ITBA4	HGNC:19374
NRF	HGNC:19374
p104	HGNC:7833
HSPX153	HGNC:24975
bB238F13.2	HGNC:31652
TTF-1	HGNC:11825
NKX2.2	HGNC:7835
NKX2-2AS	HGNC:37154
NKX2.3	HGNC:7836
CSX3	HGNC:7836
NKX4-3	HGNC:7836
NKX2.4	HGNC:7837
CSX1	HGNC:2488
NKX2.5	HGNC:2488
NKX4-1	HGNC:2488
CSX2	HGNC:32940
NKX4-2	HGNC:32940
NKX2.8	HGNC:16364
Nkx2-9	HGNC:16364
NKX3.1	HGNC:7838
BAPX2	HGNC:7838
NKX3B	HGNC:951
NKX3.2	HGNC:951
Nkx6.1	HGNC:7839
NKX6B	HGNC:19321
GTX	HGNC:19321
NKX6.1	HGNC:19321
FLJ25169	HGNC:26328
FLJ10458	HGNC:19889
KIAA1070	HGNC:14291
KIAA1366	HGNC:14290
HNL3	HGNC:14289
KIAA1480	HGNC:14289
ASPGX1	HGNC:14289
AUTSX1	HGNC:14289
KIAA1260	HGNC:14287
NLGN	HGNC:14287
HLNX	HGNC:14287
KIAA0951	HGNC:15529
KIAA1226	HGNC:16058
CLR16.2	HGNC:29889
FLJ00348	HGNC:29889
NOD3	HGNC:29889
CLAN1	HGNC:16412
ipaf	HGNC:16412
CLANA	HGNC:16412
CLANB	HGNC:16412
CLANC	HGNC:16412
CLAND	HGNC:16412
CLR2.1	HGNC:16412
NOD27	HGNC:29933
CLR16.1	HGNC:29933
FLJ21709	HGNC:29933
KIAA0926	HGNC:14374
DKFZp586O1822	HGNC:14374
CARD7	HGNC:14374
CLR17.1	HGNC:14374
DEFCAP	HGNC:14374
VAMAS1	HGNC:14374
FLJ20510	HGNC:22948
PYPAF2	HGNC:22948
PAN1	HGNC:22948
CLR19.9	HGNC:22948
NOD24	HGNC:29887
NALP2P	HGNC:29887
CLRX.1	HGNC:29887
AGTAVPRL	HGNC:16400
AII	HGNC:16400
FCAS	HGNC:16400
FCU	HGNC:16400
NALP3	HGNC:16400
PYPAF1	HGNC:16400
MWS	HGNC:16400
CLR1.1	HGNC:16400
NOD13	HGNC:29886
PYPAF4	HGNC:22943
FLJ32126	HGNC:22943
RNH2	HGNC:22943
CLR19.5	HGNC:22943
PYPAF8	HGNC:21269
MATER	HGNC:21269
PAN11	HGNC:21269
CLR19.8	HGNC:21269
PYPAF5	HGNC:22944
CLR11.4	HGNC:22944
PYPAF3	HGNC:22947
NOD12	HGNC:22947
PAN7	HGNC:22947
CLR19.4	HGNC:22947
NOD16	HGNC:22940
PAN4	HGNC:22940
CLR19.2	HGNC:22940
NOD6	HGNC:22941
PAN12	HGNC:22941
CLR19.1	HGNC:22941
NOD25	HGNC:29888
NOD8	HGNC:21464
PAN5	HGNC:21464
Pynod	HGNC:21464
CLR11.1	HGNC:21464
PYPAF6	HGNC:22945
NOD17	HGNC:22945
PAN10	HGNC:22945
CLR19.6	HGNC:22945
RNO2	HGNC:22938
PYPAF7	HGNC:22938
Monarch1	HGNC:22938
PAN6	HGNC:22938
CLR19.3	HGNC:22938
NOD14	HGNC:22937
PAN13	HGNC:22937
CLR19.7	HGNC:22937
NOD5	HGNC:22939
GC-LRR	HGNC:22939
Nalp-iota	HGNC:22939
PAN8	HGNC:22939
CLR11.2	HGNC:22939
NOD9	HGNC:29890
CLR11.3	HGNC:29890
MGC2277	HGNC:7842
MGC3936	HGNC:7842
MGC17211	HGNC:7842
BB1R	HGNC:7843
BRS1	HGNC:7843
RP11-137J7.2	HGNC:40406
CGI-07	HGNC:24250
NM23	HGNC:7849
NM23-H1	HGNC:7849
NDPKA	HGNC:7849
NM23-LV	HGNC:33531
NMELV	HGNC:33531
NM23-H2	HGNC:7850
NDPKB	HGNC:7850
DR-nm23	HGNC:7851
NM23-H3	HGNC:7851
NDPKC	HGNC:7851
nm23-H4	HGNC:7852
NM23H4	HGNC:7852
NDPKD	HGNC:7852
nm23-H5	HGNC:7853
RSPH23	HGNC:7853
NM23-H6	HGNC:20567
IPIA-ALPHA	HGNC:20567
FLJ37194	HGNC:20461
NM23-H7	HGNC:20461
CFAP67	HGNC:20461
CILD6	HGNC:16473
SPTRX2	HGNC:16473
NM23-H8	HGNC:16473
DNAI8	HGNC:16473
TXL-2	HGNC:21343
NM23-H9	HGNC:21343
NMNAT	HGNC:17877
PNAT1	HGNC:17877
KIAA0479	HGNC:16789
PNAT2	HGNC:16789
PNAT3	HGNC:20989
FLJ25918	HGNC:24987
HSCARG	HGNC:24987
SDR48A1	HGNC:24987
LOC344887	HGNC:52332
FLJ20559	HGNC:26057
NRK1	HGNC:26057
bA235O14.2	HGNC:26057
MIBP	HGNC:17871
NMT	HGNC:7857
nmt-tRNA-Leu-TAA-1-1	HGNC:34892
nmt-tRNA-Leu-TAA-2-1	HGNC:35097
nmt-tRNA-Leu-TAA-3-1	HGNC:35095
nmt-tRNA-Leu-TAA-4-1	HGNC:34945
nmt-tRNA-Leu-TAA-5-1	HGNC:35038
nmt-tRNA-Leu-TAA-6-1	HGNC:35027
nmt-tRNA-Pro-TGG-1-1	HGNC:35035
nmt-tRNA-Gln-CTG-1-1	HGNC:35033
nmt-tRNA-Gln-TTG-1-1	HGNC:35048
nmt-tRNA-Gln-TTG-2-1	HGNC:35091
nmt-tRNA-Gln-TTG-3-1	HGNC:34778
nmt-tRNA-Gln-TTG-4-1	HGNC:35062
nmt-tRNA-Gln-TTG-5-1	HGNC:34965
nmt-tRNA-Gln-TTG-6-1	HGNC:35085
nmt-tRNA-Gln-TTG-7-1	HGNC:35015
nmt-tRNA-Gln-TTG-8-1	HGNC:35018
nmt-tRNA-Gln-TTG-9-1	HGNC:35022
nmt-tRNA-Gln-TTG-10-1	HGNC:35099
nmt-tRNA-Gln-TTG-11-1	HGNC:35076
nmt-tRNA-Gln-TTG-12-1	HGNC:35051
nmt-tRNA-Gln-TTG-13-1	HGNC:35112
nmt-tRNA-Gln-TTG-14-1	HGNC:34617
nmt-tRNA-Gln-TTG-15-1	HGNC:35117
nmt-tRNA-Ser-TGA-1-1	HGNC:34614
nmt-tRNA-Ser-TGA-2-1	HGNC:35100
nmt-tRNA-Ser-TGA-3-1	HGNC:35087
nmt-tRNA-Val-TAC-1-1	HGNC:35088
GPC-R	HGNC:4518
FM-3	HGNC:4518
NMU1R	HGNC:4518
Peg5	HGNC:7860
RP11-159F24.1	HGNC:49005
MGC3232	HGNC:28473
hAtNOS1	HGNC:28473
hNOA1	HGNC:28473
MTG3	HGNC:28473
NOB1P	HGNC:29540
ART-4	HGNC:29540
MST158	HGNC:29540
OG2	HGNC:22448
Og2x	HGNC:22448
DKFZP564C186	HGNC:24517
NET7	HGNC:24517
NET15	HGNC:24517
NIR	HGNC:24517
PPP1R112	HGNC:24517
AD24	HGNC:24034
FLJ12820	HGNC:24034
FAD24	HGNC:24034
MGC3162	HGNC:28461
NET49	HGNC:28461
UTP19	HGNC:28461
Noc4	HGNC:28461
CCR4L	HGNC:14254
Ccr4c	HGNC:14254
NOC	HGNC:14254
NLRC1	HGNC:16390
CLR7.1	HGNC:16390
BLAU	HGNC:5331
PSORAS1	HGNC:5331
CLR16.3	HGNC:5331
NLRC2	HGNC:5331
NOP30	HGNC:7869
MYP	HGNC:7869
NOLP	HGNC:7870
HRIHFB2255	HGNC:7870
CT125	HGNC:7870
dJ1184F4.2	HGNC:16106
DKFZP566G1424	HGNC:16106
dJ1184F4.4	HGNC:16106
bA311H10.1	HGNC:19910
Nrap	HGNC:19910
FLJ21959	HGNC:19910
MGC14896	HGNC:19910
MGC14921	HGNC:19910
MGC20838	HGNC:19910
UTP22	HGNC:19910
NOP27	HGNC:21040
RARG-1	HGNC:21040
dJ223E5.2	HGNC:21040
FLJ20736	HGNC:23387
Nop132	HGNC:23387
FLJ23323	HGNC:26265
NET6	HGNC:26265
Grc3	HGNC:26265
FLJ14075	HGNC:25862
DKFZP586L0724	HGNC:24557
MGC3731	HGNC:28585
Nop25	HGNC:28585
RRP17	HGNC:28585
P130	HGNC:15608
KIAA0035	HGNC:15608
NOPP140	HGNC:15608
NOPP130	HGNC:15608
Srp40	HGNC:15608
SGD1	HGNC:13244
PPP1R113	HGNC:13244
PM5	HGNC:30060
NOMO	HGNC:22652
NRB54	HGNC:7871
NMT55	HGNC:7871
P54NRB	HGNC:7871
PPP1R114	HGNC:7871
NOP120	HGNC:7867
NSUN1	HGNC:7867
NOP10P	HGNC:14378
MGC70651	HGNC:14378
RES4-25	HGNC:16821
UTP2	HGNC:16821
RES4-24	HGNC:20205
HSPC111	HGNC:26934
HSPC185	HGNC:26934
LOC51491	HGNC:26934
PICT-1	HGNC:4333
PICT1	HGNC:4333
SCA36	HGNC:15911
NOP56-L	HGNC:13962
dJ207F6.1	HGNC:13962
NOP5	HGNC:29926
HSPC120	HGNC:29926
MGC40397	HGNC:28628
DDSR1	HGNC:28628
nNOS	HGNC:7872
KIAA0464	HGNC:16859
CAPON	HGNC:16859
iNOS	HGNC:7873
HEP-NOS	HGNC:7873
ECNOS	HGNC:7876
eNOS	HGNC:7876
CGI-25	HGNC:17946
MGC20702	HGNC:20203
N2N	HGNC:31862
CASIL	HGNC:7883
NOVA-1	HGNC:7886
ANOVA	HGNC:7887
NOVA-2	HGNC:7887
NOH1	HGNC:7889
NOH-1	HGNC:7889
GP91-2	HGNC:7889
NOH-1L	HGNC:7889
GP91-3	HGNC:7890
KOX-1	HGNC:7891
KOX	HGNC:7891
NOX5A	HGNC:14874
NOX5B	HGNC:14874
NY-CO-31	HGNC:10668
FLJ25475	HGNC:10668
P41NOXA	HGNC:19404
P41NOXB	HGNC:19404
P41NOXC	HGNC:19404
SH3PXD5	HGNC:19404
SNX28	HGNC:19404
FLJ32809	HGNC:20487
MOP5	HGNC:7894
PASD5	HGNC:7894
bHLHe11	HGNC:7894
MOP4	HGNC:7895
PASD4	HGNC:7895
bHLHe9	HGNC:7895
MOP6	HGNC:19311
PASD6	HGNC:19311
bHLHe12	HGNC:19311
PASD10	HGNC:18983
NXF	HGNC:18983
Le-PAS	HGNC:18983
bHLHe79	HGNC:18983
E14	HGNC:7896
PPL7	HGNC:30099
PPNPB	HGNC:30099
SLC65A1	HGNC:7897
SLC65A2	HGNC:7898
HE1	HGNC:14537
NP-C2	HGNC:14537
EDDM1	HGNC:14537
DKFZp586J0523	HGNC:7899
CAB-	HGNC:7899
CAB1	HGNC:7899
FLJ11583	HGNC:16244
bA261P9.2	HGNC:16244
MP100	HGNC:7900
FMRFAL	HGNC:7901
OT7T022	HGNC:17425
NPFF1R1	HGNC:17425
NPFF2	HGNC:4525
NPGPR	HGNC:4525
JBTS4	HGNC:7905
SLSN1	HGNC:7905
NPH3	HGNC:7907
KIAA2000	HGNC:7907
FLJ30691	HGNC:7907
FLJ36696	HGNC:7907
MKS7	HGNC:7907
SLSN3	HGNC:7907
CFAP31	HGNC:7907
SLSN4	HGNC:19104
KIAA0673	HGNC:19104
POC10	HGNC:19104
CNF	HGNC:7908
NPHN	HGNC:7908
SRN1	HGNC:13394
PDCN	HGNC:13394
morpheus	HGNC:7909
LCR16a9	HGNC:41983
KIAA0220	HGNC:28989
LOC440350	HGNC:33832
LOC440348	HGNC:34409
NPL1	HGNC:16781
DHDPS1	HGNC:16781
NPL4	HGNC:18261
FLJ20657	HGNC:18261
KIAA1499	HGNC:18261
B23	HGNC:7910
NPM	HGNC:7910
NG1-1.6	HGNC:7911
NG2-6	HGNC:7922
NG3-3	HGNC:7923
NG4-5	HGNC:7924
NG5-4	HGNC:7925
NG6-4	HGNC:7926
NG7-6	HGNC:7927
EGFL6L	HGNC:27405
POEM	HGNC:27405
GUCY2A	HGNC:7943
ANPa	HGNC:7943
GUCY2B	HGNC:7944
ANPb	HGNC:7944
GC-B	HGNC:7944
FLJ14054	HGNC:7945
NPR2L	HGNC:24969
CGTHBA	HGNC:14124
RMD11	HGNC:14124
MARE	HGNC:14124
HS-40	HGNC:14124
PGR14	HGNC:23631
GPRA	HGNC:23631
AAA1	HGNC:22128
IMAGE:4827585	HGNC:22128
GP55	HGNC:17867
GP65	HGNC:17867
np65	HGNC:17867
np55	HGNC:17867
lncRNA-LET	HGNC:45091
RFRP	HGNC:13782
PPL8	HGNC:30509
PYY4	HGNC:7955
Y4	HGNC:9329
PP1	HGNC:9329
CH17-360D5.1	HGNC:52383
NPYR5	HGNC:7958
PP2	HGNC:7959
NPY1RL	HGNC:7959
NPY6RP	HGNC:7959
DHQU	HGNC:2874
QR1	HGNC:2874
FASRL	HGNC:55344
QR2	HGNC:7856
DHQV	HGNC:7856
DIA6	HGNC:7856
ear-1	HGNC:7962
hRev	HGNC:7962
Rev-ErbAalpha	HGNC:7962
REVERBA	HGNC:7962
REVERBalpha	HGNC:7962
BD73	HGNC:7963
RVR	HGNC:7963
EAR-1r	HGNC:7963
HZF2	HGNC:7963
Hs.37288	HGNC:7963
REVERBB	HGNC:7963
REVERBbeta	HGNC:7963
NER	HGNC:7965
NER-I	HGNC:7965
